Date,Product,Category,Region,Sales,Revenue,Margin (%),Channel
2024-06-02,iPhone 14,Elektronika,Niemcy,42,15472.42,18.18,Sklep Online
2024-09-28,iPhone 14,Elektronika,Polska,32,67967.81,15.5,Sklep Stacjonarny
2024-07-24,T-shirt basic,Odzież,Hiszpania,49,25661.01,18.54,Sklep Online
2024-10-06,Spodnie jeans,Odzież,Niemcy,40,109451.11,12.48,Sklep Stacjonarny
2024-08-09,Kurtka zimowa,Odzież,Włochy,12,10855.09,12.35,Partner B2B
2024-03-01,Samsung Galaxy S22,Elektronika,Polska,45,128069.97,6.78,Sklep Stacjonarny
2024-08-07,Słuchawki Sony,Elektronika,Włochy,44,87442.74,5.63,Sklep Online
2024-04-04,T-shirt basic,Odzież,Francja,13,7058.99,10.52,Sklep Stacjonarny
2024-05-01,Buty sportowe,Odzież,Francja,29,80449.14,15.24,Partner B2B
2024-05-23,Spodnie jeans,Odzież,Niemcy,48,17544.6,28.22,Partner B2B
2024-06-01,Mikrofalówka Sharp,AGD,Francja,42,107801.75,27.32,Sklep Stacjonarny
2024-07-14,Samsung Galaxy S22,Elektronika,Francja,22,19280.05,5.84,Sklep Online
2024-11-23,Kurtka zimowa,Odzież,Hiszpania,49,127529.27,10.18,Sklep Stacjonarny
2024-04-11,Buty sportowe,Odzież,Włochy,16,4326.19,16.31,Sklep Online
2024-04-10,Spodnie jeans,Odzież,Hiszpania,28,14482.78,9.73,Sklep Stacjonarny
2024-06-25,Pralka LG,AGD,Polska,22,8161.82,14.57,Sklep Stacjonarny
2024-04-05,Lodówka Samsung,AGD,Polska,8,1220.78,7.65,Sklep Stacjonarny
2024-04-24,Mikrofalówka Sharp,AGD,Hiszpania,40,28539.56,8.08,Partner B2B
2024-02-08,Zmywarka Bosch,AGD,Niemcy,25,12751.45,22.86,Sklep Online
2024-12-07,Spodnie jeans,Odzież,Polska,1,2974.01,9.73,Sklep Stacjonarny
2024-02-05,Spodnie jeans,Odzież,Polska,35,87075.37,9.14,Sklep Online
2024-12-27,Samsung Galaxy S22,Elektronika,Francja,41,38875.7,7.46,Partner B2B
2024-12-04,Pralka LG,AGD,Polska,50,77081.96,11.23,Partner B2B
2024-05-02,Kurtka zimowa,Odzież,Włochy,20,20823.06,8.97,Partner B2B
2024-01-19,Lodówka Samsung,AGD,Hiszpania,7,16367.21,24.1,Sklep Stacjonarny
2024-12-20,Słuchawki Sony,Elektronika,Francja,6,15475.37,25.15,Partner B2B
2024-03-14,Lodówka Samsung,AGD,Włochy,46,121453.84,7.78,Sklep Online
2024-09-28,iPhone 14,Elektronika,Niemcy,47,133728.34,10.96,Sklep Stacjonarny
2024-12-28,iPhone 14,Elektronika,Niemcy,11,21251.91,17.68,Partner B2B
2024-04-13,Pralka LG,AGD,Francja,19,6450.75,15.39,Sklep Stacjonarny
2024-02-07,Zmywarka Bosch,AGD,Hiszpania,1,954.45,13.36,Partner B2B
2024-04-19,Spodnie jeans,Odzież,Francja,12,24080.23,8.68,Sklep Online
2024-05-09,Tablet Lenovo,Elektronika,Hiszpania,26,1389.98,15.42,Partner B2B
2024-10-14,iPhone 14,Elektronika,Hiszpania,11,23741.19,22.79,Sklep Online
2024-08-17,Pralka LG,AGD,Włochy,26,18597.7,16.59,Partner B2B
2024-10-31,Pralka LG,AGD,Polska,13,7905.52,6.44,Partner B2B
2024-01-15,Spodnie jeans,Odzież,Polska,12,5559.6,13.24,Sklep Stacjonarny
2024-08-20,Kurtka zimowa,Odzież,Polska,28,12131.3,25.8,Sklep Online
2024-01-31,Buty sportowe,Odzież,Włochy,35,94078.96,25.85,Sklep Online
2024-08-04,Pralka LG,AGD,Włochy,41,70388.6,28.59,Partner B2B
2024-07-09,T-shirt basic,Odzież,Niemcy,16,23597.13,14.46,Partner B2B
2024-03-07,Pralka LG,AGD,Polska,31,83030.53,29.82,Sklep Online
2024-03-24,Tablet Lenovo,Elektronika,Niemcy,24,26756.37,14.08,Partner B2B
2024-04-06,Pralka LG,AGD,Francja,21,16859.72,8.78,Sklep Stacjonarny
2024-03-03,Samsung Galaxy S22,Elektronika,Włochy,10,14816.57,24.56,Sklep Online
2024-03-03,Słuchawki Sony,Elektronika,Francja,22,2270.57,13.02,Sklep Online
2024-10-20,Mikrofalówka Sharp,AGD,Włochy,36,31351.53,16.97,Partner B2B
2024-05-12,Buty sportowe,Odzież,Niemcy,1,872.34,27.35,Sklep Stacjonarny
2024-05-01,Lodówka Samsung,AGD,Niemcy,11,25835.48,9.57,Sklep Stacjonarny
2024-05-08,Lodówka Samsung,AGD,Niemcy,1,2264.01,28.41,Partner B2B
2024-04-15,Mikrofalówka Sharp,AGD,Francja,20,53450.84,27.31,Sklep Stacjonarny
2024-12-23,Tablet Lenovo,Elektronika,Włochy,25,11772.47,7.73,Sklep Online
2024-02-18,T-shirt basic,Odzież,Polska,25,59821.02,19.65,Partner B2B
2024-05-04,Zmywarka Bosch,AGD,Niemcy,4,11463.24,26.59,Sklep Stacjonarny
2024-01-05,iPhone 14,Elektronika,Włochy,16,34413.25,27.03,Partner B2B
2024-07-29,Samsung Galaxy S22,Elektronika,Niemcy,20,55262.48,29.56,Partner B2B
2024-09-05,iPhone 14,Elektronika,Włochy,26,3107.24,10.67,Partner B2B
2024-06-01,Samsung Galaxy S22,Elektronika,Niemcy,49,86029.56,21.23,Partner B2B
2024-02-06,Spodnie jeans,Odzież,Włochy,13,15021.14,10.35,Sklep Stacjonarny
2024-08-16,MacBook Pro,Elektronika,Niemcy,34,87393.13,16.68,Partner B2B
2024-12-19,Buty sportowe,Odzież,Polska,41,20935.29,18.49,Sklep Online
2024-06-14,Samsung Galaxy S22,Elektronika,Francja,50,66283.19,22.14,Sklep Online
2024-07-01,MacBook Pro,Elektronika,Włochy,26,69129.88,15.38,Sklep Stacjonarny
2024-04-17,Pralka LG,AGD,Francja,42,38992.33,11.53,Sklep Online
2024-09-08,T-shirt basic,Odzież,Włochy,41,50879.04,18.39,Sklep Online
2024-03-24,Spodnie jeans,Odzież,Hiszpania,26,11699.48,15.79,Sklep Stacjonarny
2024-04-06,Kurtka zimowa,Odzież,Włochy,4,11136.05,8.18,Sklep Online
2024-07-14,T-shirt basic,Odzież,Francja,24,11407.94,26.8,Partner B2B
2024-05-26,Zmywarka Bosch,AGD,Francja,38,22456.8,27.75,Sklep Stacjonarny
2024-09-16,Mikrofalówka Sharp,AGD,Polska,34,6815.04,21.5,Sklep Online
2024-04-04,Kurtka zimowa,Odzież,Polska,25,4651.72,19.37,Partner B2B
2024-06-02,Słuchawki Sony,Elektronika,Hiszpania,47,99406.21,18.95,Sklep Online
2024-11-01,MacBook Pro,Elektronika,Hiszpania,21,16889.52,16.23,Sklep Stacjonarny
2024-06-11,Kurtka zimowa,Odzież,Hiszpania,2,4017.42,23.18,Sklep Online
2024-12-26,Mikrofalówka Sharp,AGD,Francja,50,14259.98,5.79,Sklep Stacjonarny
2024-08-26,Mikrofalówka Sharp,AGD,Włochy,30,10249.93,8.89,Partner B2B
2024-06-21,Samsung Galaxy S22,Elektronika,Francja,36,71761.19,28.8,Partner B2B
2024-09-19,Lodówka Samsung,AGD,Francja,24,20526.93,8.68,Sklep Online
2024-09-21,MacBook Pro,Elektronika,Niemcy,38,47512.6,6.69,Sklep Stacjonarny
2024-12-16,Tablet Lenovo,Elektronika,Włochy,44,89428.9,29.02,Sklep Online
2024-01-29,Spodnie jeans,Odzież,Niemcy,34,36393.64,19.23,Sklep Online
2024-02-06,Tablet Lenovo,Elektronika,Francja,18,36104.0,5.03,Sklep Online
2024-07-01,Słuchawki Sony,Elektronika,Polska,40,110009.63,12.88,Partner B2B
2024-07-30,Kurtka zimowa,Odzież,Hiszpania,2,1394.89,19.29,Sklep Online
2024-09-28,Spodnie jeans,Odzież,Polska,25,27589.35,15.62,Sklep Online
2024-02-20,T-shirt basic,Odzież,Niemcy,16,31656.84,21.53,Sklep Online
2024-05-10,iPhone 14,Elektronika,Francja,6,7870.93,17.27,Partner B2B
2024-04-25,Pralka LG,AGD,Hiszpania,20,31525.56,19.86,Sklep Stacjonarny
2024-04-10,Słuchawki Sony,Elektronika,Francja,7,15955.85,17.67,Sklep Online
2024-11-07,Buty sportowe,Odzież,Włochy,10,12872.42,16.46,Partner B2B
2024-12-16,Mikrofalówka Sharp,AGD,Włochy,45,88084.56,6.11,Partner B2B
2024-12-23,Buty sportowe,Odzież,Niemcy,3,3882.69,28.41,Sklep Stacjonarny
2024-06-15,Zmywarka Bosch,AGD,Niemcy,32,90038.84,28.99,Sklep Stacjonarny
2024-03-04,iPhone 14,Elektronika,Hiszpania,26,50987.98,21.98,Partner B2B
2024-01-18,Samsung Galaxy S22,Elektronika,Włochy,25,52226.26,16.85,Partner B2B
2024-12-25,MacBook Pro,Elektronika,Polska,13,13183.97,14.94,Sklep Online
2024-10-19,Słuchawki Sony,Elektronika,Polska,18,7798.38,9.43,Partner B2B
2024-10-09,Pralka LG,AGD,Polska,36,59097.8,24.07,Partner B2B
2024-03-29,Słuchawki Sony,Elektronika,Włochy,21,22085.4,17.16,Partner B2B
2024-05-10,Tablet Lenovo,Elektronika,Niemcy,40,79454.66,28.05,Partner B2B
2024-07-09,Tablet Lenovo,Elektronika,Hiszpania,11,29870.22,16.6,Sklep Stacjonarny
2024-02-02,Słuchawki Sony,Elektronika,Polska,31,62131.17,16.29,Sklep Online
2024-07-12,Samsung Galaxy S22,Elektronika,Niemcy,5,4075.21,27.58,Sklep Online
2024-10-26,Zmywarka Bosch,AGD,Niemcy,49,72030.25,25.21,Sklep Stacjonarny
2024-10-08,Kurtka zimowa,Odzież,Hiszpania,5,13813.22,17.87,Sklep Stacjonarny
2024-11-22,Spodnie jeans,Odzież,Włochy,18,3066.04,21.75,Sklep Online
2024-02-15,Lodówka Samsung,AGD,Francja,8,10375.93,11.84,Partner B2B
2024-08-10,Lodówka Samsung,AGD,Polska,15,4011.39,19.24,Sklep Online
2024-07-27,Spodnie jeans,Odzież,Polska,5,6548.1,15.27,Sklep Stacjonarny
2024-04-20,Słuchawki Sony,Elektronika,Niemcy,29,23169.72,21.03,Sklep Online
2024-03-14,Spodnie jeans,Odzież,Polska,27,68947.74,12.03,Sklep Stacjonarny
2024-04-10,MacBook Pro,Elektronika,Włochy,29,6087.65,11.07,Sklep Stacjonarny
2024-05-26,Pralka LG,AGD,Niemcy,35,42677.53,27.77,Sklep Online
2024-11-07,Tablet Lenovo,Elektronika,Polska,1,1318.06,24.83,Partner B2B
2024-01-31,iPhone 14,Elektronika,Niemcy,2,2168.02,11.36,Sklep Stacjonarny
2024-04-12,T-shirt basic,Odzież,Polska,31,86204.55,10.13,Partner B2B
2024-08-13,Pralka LG,AGD,Włochy,4,5802.76,8.69,Sklep Online
2024-12-19,Lodówka Samsung,AGD,Niemcy,32,62038.84,21.87,Sklep Online
2024-08-30,Kurtka zimowa,Odzież,Włochy,26,57110.23,17.93,Sklep Online
2024-04-08,Słuchawki Sony,Elektronika,Włochy,28,11144.11,23.75,Partner B2B
2024-02-14,Kurtka zimowa,Odzież,Polska,25,29288.19,14.92,Sklep Stacjonarny
2024-06-09,Buty sportowe,Odzież,Francja,19,53662.76,21.6,Partner B2B
2024-07-11,T-shirt basic,Odzież,Francja,45,5132.88,12.57,Sklep Online
2024-08-06,Mikrofalówka Sharp,AGD,Włochy,38,24049.61,24.73,Sklep Stacjonarny
2024-05-02,Pralka LG,AGD,Polska,50,43870.79,24.14,Sklep Stacjonarny
2024-10-30,Zmywarka Bosch,AGD,Hiszpania,31,82315.95,27.25,Partner B2B
2024-06-25,Mikrofalówka Sharp,AGD,Francja,35,66942.14,14.4,Partner B2B
2024-05-07,Samsung Galaxy S22,Elektronika,Polska,17,15522.88,10.97,Sklep Stacjonarny
2024-12-19,iPhone 14,Elektronika,Włochy,16,7110.36,17.98,Sklep Stacjonarny
2024-02-07,Pralka LG,AGD,Polska,8,16989.89,26.88,Sklep Online
2024-08-08,Spodnie jeans,Odzież,Polska,2,4959.28,24.57,Partner B2B
2024-04-28,Spodnie jeans,Odzież,Polska,32,64873.14,29.9,Partner B2B
2024-01-14,Kurtka zimowa,Odzież,Hiszpania,22,35318.62,24.51,Sklep Stacjonarny
2024-07-10,Buty sportowe,Odzież,Hiszpania,32,33804.96,5.31,Sklep Online
2024-09-16,Mikrofalówka Sharp,AGD,Włochy,41,79470.33,22.27,Sklep Online
2024-12-04,Kurtka zimowa,Odzież,Polska,30,17756.08,6.81,Partner B2B
2024-02-05,Spodnie jeans,Odzież,Francja,10,29273.33,15.16,Sklep Online
2024-03-31,Spodnie jeans,Odzież,Francja,23,39772.95,25.6,Sklep Online
2024-11-09,Tablet Lenovo,Elektronika,Niemcy,12,21306.31,27.73,Sklep Stacjonarny
2024-07-05,Mikrofalówka Sharp,AGD,Polska,43,100193.74,28.24,Partner B2B
2024-04-01,Mikrofalówka Sharp,AGD,Włochy,8,16958.62,5.14,Sklep Stacjonarny
2024-08-26,Słuchawki Sony,Elektronika,Włochy,42,45275.89,18.88,Sklep Stacjonarny
2024-03-05,Tablet Lenovo,Elektronika,Polska,25,32405.2,21.97,Sklep Stacjonarny
2024-01-12,Pralka LG,AGD,Francja,42,67950.6,22.8,Sklep Stacjonarny
2024-05-07,Tablet Lenovo,Elektronika,Włochy,21,61695.03,11.98,Sklep Online
2024-07-11,Samsung Galaxy S22,Elektronika,Hiszpania,20,47038.89,16.63,Partner B2B
2024-01-09,Tablet Lenovo,Elektronika,Polska,45,3018.02,9.95,Sklep Online
2024-02-26,Samsung Galaxy S22,Elektronika,Francja,30,16817.98,21.57,Partner B2B
2024-09-03,Buty sportowe,Odzież,Niemcy,45,131858.16,13.73,Sklep Stacjonarny
2024-02-26,Mikrofalówka Sharp,AGD,Włochy,42,86087.91,11.51,Sklep Stacjonarny
2024-05-20,T-shirt basic,Odzież,Hiszpania,41,119005.87,11.63,Sklep Online
2024-02-25,Buty sportowe,Odzież,Polska,13,24273.8,12.12,Partner B2B
2024-10-19,iPhone 14,Elektronika,Hiszpania,12,5319.41,17.37,Sklep Online
2024-07-27,Spodnie jeans,Odzież,Hiszpania,23,11267.95,19.91,Sklep Stacjonarny
2024-07-13,T-shirt basic,Odzież,Polska,10,14344.07,7.61,Sklep Online
2024-07-08,Słuchawki Sony,Elektronika,Francja,1,2242.99,7.78,Sklep Stacjonarny
2024-01-10,Słuchawki Sony,Elektronika,Francja,43,105128.11,23.79,Partner B2B
2024-02-06,Buty sportowe,Odzież,Polska,26,9018.87,21.92,Sklep Stacjonarny
2024-04-21,T-shirt basic,Odzież,Francja,6,6120.54,15.6,Sklep Stacjonarny
2024-09-27,Mikrofalówka Sharp,AGD,Niemcy,39,75023.61,24.54,Sklep Stacjonarny
2024-06-16,Słuchawki Sony,Elektronika,Polska,32,87983.55,23.1,Sklep Stacjonarny
2024-06-21,Lodówka Samsung,AGD,Polska,15,19884.37,16.2,Sklep Stacjonarny
2024-03-22,Spodnie jeans,Odzież,Polska,2,1079.94,10.62,Sklep Stacjonarny
2024-08-20,Lodówka Samsung,AGD,Niemcy,20,28141.38,16.98,Sklep Online
2024-12-23,Lodówka Samsung,AGD,Francja,48,53371.18,23.06,Sklep Online
2024-07-15,Buty sportowe,Odzież,Hiszpania,32,31585.53,18.33,Sklep Online
2024-03-29,iPhone 14,Elektronika,Włochy,44,87604.85,17.58,Sklep Online
2024-02-09,Słuchawki Sony,Elektronika,Hiszpania,35,60986.81,22.77,Sklep Online
2024-08-26,Mikrofalówka Sharp,AGD,Niemcy,14,35019.25,20.25,Partner B2B
2024-05-05,Tablet Lenovo,Elektronika,Polska,35,17236.43,7.25,Sklep Online
2024-06-29,Mikrofalówka Sharp,AGD,Hiszpania,36,30995.98,23.78,Partner B2B
2024-07-07,Mikrofalówka Sharp,AGD,Francja,39,5968.58,28.34,Sklep Stacjonarny
2024-02-05,Samsung Galaxy S22,Elektronika,Polska,39,100780.95,25.94,Sklep Stacjonarny
2024-02-23,iPhone 14,Elektronika,Polska,15,21328.77,30.0,Sklep Online
2024-02-22,Tablet Lenovo,Elektronika,Polska,46,19031.09,13.95,Sklep Online
2024-07-09,Lodówka Samsung,AGD,Polska,1,1598.72,20.38,Sklep Stacjonarny
2024-08-19,Tablet Lenovo,Elektronika,Hiszpania,47,72609.32,8.91,Partner B2B
2024-05-18,T-shirt basic,Odzież,Niemcy,49,127275.57,22.43,Sklep Stacjonarny
2024-02-11,Słuchawki Sony,Elektronika,Polska,38,89840.48,28.86,Partner B2B
2024-08-13,Samsung Galaxy S22,Elektronika,Hiszpania,39,59447.79,8.27,Partner B2B
2024-02-11,Kurtka zimowa,Odzież,Francja,21,3928.55,14.99,Sklep Online
2024-05-10,T-shirt basic,Odzież,Włochy,26,30495.85,26.1,Sklep Online
2024-04-23,Zmywarka Bosch,AGD,Polska,5,1008.29,15.98,Partner B2B
2024-08-07,Zmywarka Bosch,AGD,Hiszpania,48,57477.34,11.93,Sklep Online
2024-02-09,Tablet Lenovo,Elektronika,Hiszpania,42,43654.57,14.01,Partner B2B
2024-12-19,Pralka LG,AGD,Włochy,49,101508.15,6.46,Sklep Stacjonarny
2024-10-04,iPhone 14,Elektronika,Polska,22,52040.52,14.44,Sklep Stacjonarny
2024-05-06,iPhone 14,Elektronika,Polska,48,140300.03,25.7,Partner B2B
2024-03-22,Pralka LG,AGD,Francja,49,50289.46,19.14,Partner B2B
2024-07-07,Lodówka Samsung,AGD,Włochy,27,30034.08,24.93,Partner B2B
2024-03-04,Słuchawki Sony,Elektronika,Niemcy,23,45587.15,14.85,Sklep Online
2024-11-11,Buty sportowe,Odzież,Francja,36,23575.45,27.85,Sklep Stacjonarny
2024-02-26,iPhone 14,Elektronika,Niemcy,17,45401.22,6.39,Partner B2B
2024-07-02,Słuchawki Sony,Elektronika,Włochy,1,70.77,27.81,Partner B2B
2024-07-30,Słuchawki Sony,Elektronika,Włochy,26,44290.17,15.45,Sklep Stacjonarny
2024-09-13,Mikrofalówka Sharp,AGD,Niemcy,8,14001.83,7.06,Partner B2B
2024-05-04,Lodówka Samsung,AGD,Francja,5,12021.24,9.68,Sklep Online
2024-06-11,Słuchawki Sony,Elektronika,Hiszpania,19,37485.4,5.81,Sklep Online
2024-08-27,Zmywarka Bosch,AGD,Polska,2,551.41,6.67,Sklep Stacjonarny
2024-08-28,Kurtka zimowa,Odzież,Hiszpania,47,109970.38,16.5,Sklep Stacjonarny
2024-03-01,MacBook Pro,Elektronika,Niemcy,47,14236.51,13.84,Sklep Online
2024-10-05,Buty sportowe,Odzież,Polska,41,7490.38,8.53,Partner B2B
2024-04-10,Lodówka Samsung,AGD,Włochy,3,1367.5,18.2,Sklep Stacjonarny
2024-03-19,Lodówka Samsung,AGD,Polska,27,42791.38,26.84,Sklep Online
2024-04-29,Samsung Galaxy S22,Elektronika,Hiszpania,24,6141.8,17.96,Partner B2B
2024-02-15,Pralka LG,AGD,Francja,39,27895.76,8.41,Sklep Stacjonarny
2024-09-10,Tablet Lenovo,Elektronika,Włochy,6,13934.68,28.76,Sklep Online
2024-12-23,Pralka LG,AGD,Hiszpania,7,16419.41,10.2,Sklep Stacjonarny
2024-01-04,Kurtka zimowa,Odzież,Francja,44,105997.55,17.85,Sklep Stacjonarny
2024-03-05,Lodówka Samsung,AGD,Polska,20,30197.71,26.6,Sklep Online
2024-11-24,Mikrofalówka Sharp,AGD,Włochy,6,2181.33,14.89,Sklep Online
2024-02-18,Tablet Lenovo,Elektronika,Hiszpania,8,13289.9,13.14,Sklep Stacjonarny
2024-11-04,Tablet Lenovo,Elektronika,Hiszpania,11,30029.73,24.83,Sklep Online
2024-12-07,Mikrofalówka Sharp,AGD,Niemcy,49,93328.23,10.59,Partner B2B
2024-03-11,iPhone 14,Elektronika,Niemcy,42,9692.79,9.68,Sklep Stacjonarny
2024-01-07,Słuchawki Sony,Elektronika,Francja,11,8782.45,18.36,Sklep Online
2024-05-19,iPhone 14,Elektronika,Włochy,8,4811.69,9.25,Partner B2B
2024-05-05,T-shirt basic,Odzież,Niemcy,3,7274.2,9.06,Partner B2B
2024-01-17,Tablet Lenovo,Elektronika,Polska,26,16841.68,5.06,Sklep Stacjonarny
2024-04-29,Lodówka Samsung,AGD,Francja,10,6356.28,14.02,Partner B2B
2024-01-21,T-shirt basic,Odzież,Francja,49,143602.65,29.0,Sklep Stacjonarny
2024-03-01,iPhone 14,Elektronika,Niemcy,27,54885.25,27.31,Partner B2B
2024-03-18,Kurtka zimowa,Odzież,Francja,35,50198.38,14.23,Partner B2B
2024-06-26,MacBook Pro,Elektronika,Niemcy,38,70517.38,11.32,Sklep Online
2024-03-31,MacBook Pro,Elektronika,Hiszpania,21,48997.66,29.26,Sklep Stacjonarny
2024-09-08,Pralka LG,AGD,Francja,27,27891.92,9.69,Sklep Online
2024-09-07,Mikrofalówka Sharp,AGD,Hiszpania,41,40097.84,20.6,Sklep Online
2024-07-17,T-shirt basic,Odzież,Włochy,22,7024.08,17.75,Sklep Stacjonarny
2024-08-31,Spodnie jeans,Odzież,Hiszpania,35,70883.99,14.3,Partner B2B
2024-07-27,Buty sportowe,Odzież,Włochy,15,3711.66,6.12,Sklep Online
2024-04-11,Kurtka zimowa,Odzież,Francja,11,2484.55,19.62,Partner B2B
2024-03-31,Mikrofalówka Sharp,AGD,Polska,38,42514.78,9.45,Sklep Online
2024-12-30,Zmywarka Bosch,AGD,Francja,18,28370.97,10.03,Sklep Stacjonarny
2024-04-14,Zmywarka Bosch,AGD,Polska,31,46498.18,15.25,Partner B2B
2024-01-31,Pralka LG,AGD,Polska,41,122368.87,11.33,Partner B2B
2024-12-01,Buty sportowe,Odzież,Włochy,40,29181.9,14.17,Partner B2B
2024-02-19,Buty sportowe,Odzież,Hiszpania,48,89044.43,21.3,Sklep Online
2024-04-03,Spodnie jeans,Odzież,Francja,28,29198.61,7.06,Partner B2B
2024-08-31,Kurtka zimowa,Odzież,Włochy,45,73227.36,21.96,Sklep Stacjonarny
2024-05-27,Lodówka Samsung,AGD,Francja,34,7285.76,8.84,Sklep Online
2024-08-21,Pralka LG,AGD,Włochy,50,146761.9,22.68,Partner B2B
2024-11-02,Samsung Galaxy S22,Elektronika,Włochy,4,5076.44,25.51,Sklep Online
2024-08-16,MacBook Pro,Elektronika,Niemcy,50,112620.98,18.84,Sklep Stacjonarny
2024-05-28,iPhone 14,Elektronika,Niemcy,12,9410.9,19.84,Partner B2B
2024-11-08,MacBook Pro,Elektronika,Włochy,26,18284.37,16.96,Partner B2B
2024-03-16,Lodówka Samsung,AGD,Polska,2,5438.27,24.35,Partner B2B
2024-01-02,iPhone 14,Elektronika,Niemcy,14,22960.7,10.64,Sklep Stacjonarny
2024-02-28,Samsung Galaxy S22,Elektronika,Francja,10,7420.69,16.16,Sklep Stacjonarny
2024-10-06,Tablet Lenovo,Elektronika,Polska,42,56237.32,13.85,Sklep Online
2024-08-29,Pralka LG,AGD,Francja,38,100285.87,10.5,Sklep Online
2024-05-18,T-shirt basic,Odzież,Hiszpania,9,25969.89,28.09,Partner B2B
2024-03-02,Spodnie jeans,Odzież,Polska,12,27565.57,25.36,Partner B2B
2024-06-05,MacBook Pro,Elektronika,Hiszpania,30,79598.97,14.08,Sklep Online
2024-10-03,Spodnie jeans,Odzież,Włochy,12,1653.41,29.1,Sklep Online
2024-12-21,Spodnie jeans,Odzież,Niemcy,44,14200.63,14.47,Partner B2B
2024-02-12,Zmywarka Bosch,AGD,Francja,3,3991.98,15.93,Sklep Online
2024-02-08,Lodówka Samsung,AGD,Francja,11,19680.49,12.49,Sklep Stacjonarny
2024-10-30,T-shirt basic,Odzież,Polska,29,65030.1,17.13,Partner B2B
2024-01-14,Mikrofalówka Sharp,AGD,Włochy,41,114114.28,5.25,Sklep Online
2024-10-25,Kurtka zimowa,Odzież,Hiszpania,20,53067.13,9.53,Partner B2B
2024-05-02,Lodówka Samsung,AGD,Francja,22,57323.47,18.01,Partner B2B
2024-07-08,Słuchawki Sony,Elektronika,Włochy,14,31951.78,12.33,Sklep Online
2024-10-07,Spodnie jeans,Odzież,Niemcy,37,47502.92,19.3,Partner B2B
2024-10-18,Spodnie jeans,Odzież,Niemcy,44,88499.61,25.43,Sklep Online
2024-09-19,Spodnie jeans,Odzież,Niemcy,20,12287.75,14.51,Partner B2B
2024-11-11,MacBook Pro,Elektronika,Niemcy,29,49369.23,11.69,Sklep Stacjonarny
2024-05-15,Lodówka Samsung,AGD,Francja,24,37543.75,26.17,Sklep Online
2024-05-26,Buty sportowe,Odzież,Hiszpania,48,112895.58,19.31,Sklep Stacjonarny
2024-11-20,Zmywarka Bosch,AGD,Hiszpania,30,88383.51,15.28,Sklep Stacjonarny
2024-06-03,MacBook Pro,Elektronika,Niemcy,10,16516.24,17.83,Sklep Online
2024-10-19,MacBook Pro,Elektronika,Niemcy,36,100510.52,23.34,Sklep Online
2024-09-18,Zmywarka Bosch,AGD,Włochy,43,40425.63,17.67,Partner B2B
2024-02-21,MacBook Pro,Elektronika,Francja,24,42225.05,29.93,Partner B2B
2024-07-17,Samsung Galaxy S22,Elektronika,Włochy,26,29420.41,5.25,Partner B2B
2024-03-20,Lodówka Samsung,AGD,Francja,14,790.98,20.63,Sklep Stacjonarny
2024-07-01,Spodnie jeans,Odzież,Niemcy,3,6837.81,19.38,Partner B2B
2024-04-22,Kurtka zimowa,Odzież,Francja,25,45863.52,18.73,Partner B2B
2024-06-11,Lodówka Samsung,AGD,Hiszpania,28,55458.53,22.7,Sklep Stacjonarny
2024-03-08,Lodówka Samsung,AGD,Włochy,39,39954.54,29.11,Sklep Online
2024-11-13,Spodnie jeans,Odzież,Francja,20,17893.98,14.71,Sklep Online
2024-01-30,Buty sportowe,Odzież,Hiszpania,8,22177.92,20.41,Partner B2B
2024-12-08,Spodnie jeans,Odzież,Włochy,24,9809.19,7.95,Sklep Online
2024-07-12,Spodnie jeans,Odzież,Niemcy,28,16546.86,16.61,Partner B2B
2024-05-22,Słuchawki Sony,Elektronika,Polska,17,43931.12,11.81,Partner B2B
2024-11-06,Spodnie jeans,Odzież,Niemcy,1,1179.88,9.16,Sklep Online
2024-04-15,Mikrofalówka Sharp,AGD,Niemcy,34,18210.04,5.07,Sklep Online
2024-02-13,Zmywarka Bosch,AGD,Włochy,22,1490.97,23.51,Sklep Online
2024-07-06,iPhone 14,Elektronika,Włochy,1,821.68,24.29,Partner B2B
2024-03-27,Buty sportowe,Odzież,Niemcy,14,21658.49,14.65,Partner B2B
2024-12-12,T-shirt basic,Odzież,Niemcy,14,32916.08,15.16,Sklep Online
2024-02-07,Spodnie jeans,Odzież,Niemcy,10,2982.76,5.17,Sklep Stacjonarny
2024-12-14,Słuchawki Sony,Elektronika,Włochy,8,10706.1,24.4,Sklep Online
2024-12-23,MacBook Pro,Elektronika,Włochy,6,12009.81,14.61,Sklep Stacjonarny
2024-01-01,T-shirt basic,Odzież,Hiszpania,19,46325.64,15.36,Partner B2B
2024-01-26,T-shirt basic,Odzież,Włochy,10,5428.38,10.48,Sklep Online
2024-12-06,Spodnie jeans,Odzież,Hiszpania,25,44449.97,13.58,Sklep Stacjonarny
2024-02-08,Samsung Galaxy S22,Elektronika,Niemcy,28,6794.52,21.41,Sklep Stacjonarny
2024-08-15,Zmywarka Bosch,AGD,Francja,8,862.62,8.48,Sklep Stacjonarny
2024-09-15,Kurtka zimowa,Odzież,Hiszpania,25,40047.08,16.68,Partner B2B
2024-01-24,Tablet Lenovo,Elektronika,Polska,46,128670.1,18.38,Sklep Online
2024-02-08,Tablet Lenovo,Elektronika,Hiszpania,34,16115.51,7.56,Sklep Stacjonarny
2024-12-30,Buty sportowe,Odzież,Hiszpania,36,4526.16,5.66,Partner B2B
